Timestamp,R_0,C_0,R_1,C_1,R_2,C_2,R_3,C_3
0.0	6.80480e+03	1.74395e-10	1.25108e+04	1.08246e-10	2.61319e+04	7.67963e-11	1.91160e+04	1.03068e-10
0.04687	6.80314e+03	1.74585e-10	1.25247e+04	1.08273e-10	2.61299e+04	7.69023e-11	1.91172e+04	1.02985e-10
0.078785	6.81745e+03	1.74320e-10	1.25109e+04	1.08372e-10	2.61325e+04	7.68384e-11	1.91150e+04	1.03843e-10
0.126661	6.80563e+03	1.74300e-10	1.25154e+04	1.08213e-10	2.61281e+04	7.68446e-11	1.91172e+04	1.02985e-10
0.158572	6.81222e+03	1.74575e-10	1.25231e+04	1.08242e-10	2.61299e+04	7.69023e-11	1.91160e+04	1.03068e-10
0.206447	6.82296e+03	1.74376e-10	1.25093e+04	1.08341e-10	2.61354e+04	7.68431e-11	1.91127e+04	1.03800e-10
0.239357	6.80231e+03	1.74680e-10	1.25137e+04	1.08119e-10	2.61314e+04	7.68228e-11	1.91149e+04	1.02732e-10
0.286295	6.80782e+03	1.74737e-10	1.25215e+04	1.08211e-10	2.61327e+04	7.69070e-11	1.91160e+04	1.03068e-10
0.334165	6.81662e+03	1.74414e-10	1.25077e+04	1.08310e-10	2.61370e+04	7.68322e-11	1.91121e+04	1.03736e-10
0.367077	6.80314e+03	1.74585e-10	1.25168e+04	1.08118e-10	2.61286e+04	7.68181e-11	1.91191e+04	1.02755e-10
0.414953	6.81140e+03	1.74670e-10	1.25201e+04	1.08306e-10	2.61315e+04	7.68914e-11	1.91164e+04	1.03340e-10
0.446866	6.81773e+03	1.74632e-10	1.25046e+04	1.08311e-10	2.61369e+04	7.67637e-11	1.91121e+04	1.03736e-10
0.494739	6.80589e+03	1.74613e-10	1.25168e+04	1.08118e-10	2.61302e+04	7.68072e-11	1.91149e+04	1.02732e-10
0.526698	6.81222e+03	1.74575e-10	1.25185e+04	1.08275e-10	2.61315e+04	7.68914e-11	1.91170e+04	1.03404e-10
0.57457	6.81387e+03	1.74386e-10	1.25046e+04	1.08248e-10	2.61369e+04	7.67637e-11	1.91115e+04	1.03673e-10
0.622395	6.80122e+03	1.74461e-10	1.25168e+04	1.08118e-10	2.61286e+04	7.68181e-11	1.91167e+04	1.02712e-10
0.654356	6.81029e+03	1.74452e-10	1.25154e+04	1.08276e-10	2.61287e+04	7.68866e-11	1.91176e+04	1.03467e-10
0.70318	6.81112e+03	1.74357e-10	1.25046e+04	1.08248e-10	2.61352e+04	7.67746e-11	1.91127e+04	1.03590e-10
0.735139	6.80397e+03	1.74490e-10	1.25137e+04	1.08056e-10	2.61309e+04	7.68493e-11	1.91162e+04	1.02649e-10
0.782969	6.81140e+03	1.74670e-10	1.25138e+04	1.08245e-10	2.61332e+04	7.68805e-11	1.91164e+04	1.03550e-10
0.814883	6.80754e+03	1.74424e-10	1.25061e+04	1.08216e-10	2.61352e+04	7.67746e-11	1.91134e+04	1.03444e-10
0.862753	6.80672e+03	1.74518e-10	1.25199e+04	1.08054e-10	2.61287e+04	7.68866e-11	1.91180e+04	1.02629e-10
