Timestamp	I_0	Q_0
5.062168	1133	-1047
5.088163	1134	-1047
5.142166	1134	-1047
5.168218	1134	-1047
5.259185	1133	-1048
5.282153	1134	-1047
5.299182	1134	-1047
5.34818	1133	-1047
5.447146	1134	-1047
5.451135	1134	-1048
5.457149	1134	-1048
5.504166	1134	-1047
5.5611	1134	-1047
5.606088	1133	-1047
5.634122	1133	-1047
5.664108	1133	-1047
5.713041	1134	-1047
5.74604	1135	-1047
5.806025	1133	-1048
5.84763	1132	-1048
5.872565	1133	-1048
5.920437	1133	-1047
6.022167	1133	-1047
6.029147	1134	-1048
6.038124	1133	-1047
6.090016	1133	-1047
6.160003	1134	-1047
6.179012	1134	-1048
6.207998	1133	-1048
6.24001	1134	-1047
6.287996	1133	-1046
6.319994	1134	-1046
6.368032	1134	-1046
6.415961	1133	-1046
6.448959	1133	-1048
6.537926	1133	-1046
6.537926	1133	-1047
6.578932	1134	-1047
6.607857	1133	-1047
6.655769	1133	-1046
6.704599	1134	-1046
6.73751	1134	-1046
6.784386	1134	-1048
6.818296	1133	-1048
6.909109	1133	-1047
6.909109	1133	-1048
6.963611	1133	-1048
7.029096	1133	-1048
7.029096	1133	-1047
7.082078	1133	-1047
7.109096	1134	-1047
7.206087	1134	-1047
7.206087	1133	-1047
7.246066	1133	-1047
7.286081	1133	-1047
7.312068	1134	-1047
7.360039	1134	-1047
7.392038	1134	-1046
7.440027	1133	-1047
7.47202	1133	-1048
7.522019	1134	-1047
7.570014	1134	-1047
7.600008	1133	-1046
7.650993	1134	-1047
7.680006	1134	-1047
7.736993	1134	-1046
7.759989	1134	-1047
7.807966	1134	-1047
7.856029	1134	-1047
7.887972	1134	-1047
7.936954	1132	-1047
7.967962	1133	-1048
8.050348	1133	-1048
8.051346	1133	-1047
8.158062	1133	-1047
8.18499	1134	-1047
8.191972	1133	-1047
8.231932	1133	-1048
8.265924	1134	-1048
8.350243	1134	-1047
8.363209	1134	-1047
8.409086	1133	-1046
8.432025	1133	-1047
8.464939	1134	-1047
8.512325	1134	-1047
8.54424	1134	-1048
8.592112	1134	-1047
8.624027	1133	-1047
8.671956	1133	-1047
8.720965	1133	-1047
8.752938	1133	-1047
8.800356	1133	-1048
8.853212	1134	-1048
8.883132	1134	-1047
8.912058	1133	-1047
8.97295	1133	-1047
9.007914	1133	-1047
9.03988	1133	-1047
9.093285	1134	-1048
9.120212	1133	-1048
9.182051	1133	-1048
9.205985	1133	-1047
9.253998	1134	-1047
9.308976	1133	-1047
9.351048	1134	-1047
9.394031	1133	-1048
9.417982	1133	-1047
9.517985	1133	-1047
9.557973	1133	-1047
9.569969	1133	-1047
9.576978	1134	-1046
9.615968	1133	-1047
9.663957	1134	-1047
9.699954	1134	-1047
9.745946	1134	-1047
9.777963	1133	-1047
9.824352	1133	-1047
9.856268	1134	-1047
9.904141	1134	-1047
9.956999	1133	-1047
9.983999	1134	-1047
10.032432	1133	-1046
10.064347	1133	-1046
10.113217	1134	-1046
10.145132	1133	-1047
10.193004	1134	-1047
10.240042	1133	-1047
10.281988	1133	-1047
10.319974	1134	-1047
10.357974	1134	-1047
10.408964	1133	-1048
10.451944	1133	-1048
10.524399	1133	-1048
10.568279	1133	-1046
10.568279	1133	-1046
10.612163	1134	-1047
10.658041	1135	-1048
10.752984	1133	-1047
10.753501	1134	-1048
10.767999	1134	-1048
10.81599	1133	-1047
10.847957	1133	-1046
10.89634	1133	-1046
10.928255	1133	-1047
10.976128	1133	-1047
11.008042	1134	-1046
11.05605	1134	-1047
11.104049	1133	-1047
11.136055	1134	-1047
11.207025	1134	-1048
11.217028	1134	-1047
11.26701	1133	-1047
11.296443	1133	-1047
11.344315	1133	-1048
11.395181	1134	-1047
11.426098	1133	-1047
11.498905	1133	-1047
11.503892	1132	-1048
11.558745	1132	-1048
11.596645	1133	-1047
11.67743	1133	-1047
11.71134	1133	-1048
11.757324	1134	-1047
11.788353	1133	-1047
11.805351	1133	-1047
11.87332	1133	-1047
11.893345	1133	-1048
11.94835	1134	-1046
11.968331	1133	-1047
12.000355	1133	-1047
12.048345	1133	-1047
12.080339	1134	-1047
12.128376	1134	-1047
12.160358	1133	-1046
12.208338	1133	-1046
12.263337	1134	-1047
12.288344	1134	-1047
12.336348	1134	-1047
12.368341	1134	-1047
12.416352	1133	-1047
12.448382	1133	-1048
12.496371	1133	-1047
12.544355	1134	-1047
12.597348	1133	-1047
12.624408	1133	-1047
12.677355	1133	-1047
12.707389	1134	-1047
12.741372	1134	-1047
12.813859	1134	-1046
12.869368	1133	-1046
12.876348	1133	-1046
12.957349	1133	-1047
12.988336	1133	-1047
13.039343	1133	-1047
13.062324	1134	-1047
13.072297	1134	-1047
13.12031	1133	-1047
13.152307	1133	-1047
13.200294	1134	-1047
13.232295	1133	-1048
13.290291	1133	-1047
13.312289	1134	-1046
13.360274	1134	-1047
13.408267	1133	-1048
13.450254	1133	-1048
13.514272	1134	-1047
13.521234	1133	-1047
13.568224	1134	-1047
13.600197	1134	-1048
13.648185	1134	-1047
13.680158	1134	-1047
13.736149	1133	-1048
13.77713	1133	-1047
13.826096	1132	-1048
13.859065	1133	-1047
13.89406	1134	-1048
13.939027	1134	-1047
13.992399	1134	-1046
14.075179	1133	-1047
14.104104	1133	-1047
14.104104	1133	-1048
14.146075	1134	-1047
14.213585	1134	-1047
14.254112	1134	-1047
14.29999	1133	-1047
14.307969	1132	-1047
14.351852	1133	-1047
14.383768	1134	-1047
14.432637	1134	-1047
14.464552	1134	-1047
14.512425	1134	-1047
14.544341	1134	-1047
14.59225	1134	-1047
14.654266	1133	-1046
14.672225	1133	-1047
14.72024	1133	-1047
14.752243	1133	-1047
14.800219	1133	-1047
14.843219	1133	-1047
14.880213	1133	-1047
14.928216	1133	-1047
14.967198	1133	-1047
15.025215	1133	-1047
15.04021	1133	-1048
15.107196	1133	-1048
15.124228	1133	-1047
15.173683	1133	-1048
15.247169	1133	-1047
15.304188	1133	-1047
15.307162	1134	-1047
15.334203	1133	-1047
15.378145	1133	-1047
15.444138	1134	-1046
15.510145	1134	-1047
15.510145	1133	-1047
15.536142	1133	-1046
15.584133	1133	-1047
15.616112	1133	-1047
15.66412	1133	-1047
15.696099	1134	-1047
15.744566	1134	-1048
15.792439	1133	-1047
15.824354	1134	-1047
15.873224	1133	-1047
15.906136	1133	-1047
15.961076	1134	-1047
15.985093	1134	-1048
16.03206	1133	-1047
16.080441	1134	-1048
16.112355	1133	-1047
16.160228	1133	-1047
16.192143	1134	-1047
16.264102	1135	-1048
16.272064	1133	-1048
16.326547	1133	-1046
16.37043	1133	-1048
16.480142	1134	-1048
16.509063	1133	-1047
16.509063	1133	-1047
16.528188	1133	-1047
16.566087	1133	-1046
16.667332	1132	-1046
16.709221	1133	-1047
16.710217	1134	-1047
16.736148	1134	-1047
16.768063	1134	-1047
16.815973	1133	-1047
16.847851	1132	-1047
16.895724	1132	-1048
16.943597	1134	-1048
16.975512	1133	-1047
17.024505	1134	-1047
17.067519	1133	-1047
17.114039	1133	-1048
17.136535	1134	-1047
17.184048	1134	-1048
17.23153	1134	-1047
17.264071	1134	-1048
17.311763	1134	-1048
17.344676	1133	-1047
17.408611	1133	-1047
17.424138	1134	-1047
17.476635	1133	-1047
17.538699	1133	-1047
17.552664	1134	-1046
17.651637	1133	-1047
17.680681	1134	-1047
17.68467	1133	-1047
17.714164	1133	-1048
17.803668	1133	-1047
17.821699	1134	-1047
17.874241	1134	-1046
17.887754	1133	-1047
17.919707	1133	-1047
17.967696	1133	-1047
17.999724	1133	-1048
18.074211	1133	-1047
18.095742	1133	-1047
18.12773	1133	-1047
18.176714	1134	-1047
18.207704	1134	-1047
18.276694	1134	-1047
18.289698	1133	-1048
18.335721	1134	-1047
18.368719	1133	-1047
18.416697	1134	-1047
18.46371	1134	-1047
18.495728	1134	-1047
18.543694	1134	-1047
18.577682	1133	-1047
18.630649	1134	-1047
18.666668	1135	-1048
18.730658	1135	-1047
18.759662	1133	-1047
18.837622	1133	-1047
18.837622	1133	-1047
18.864106	1133	-1047
18.92458	1133	-1047
18.987581	1134	-1047
19.046537	1133	-1047
19.046537	1134	-1048
19.072502	1134	-1048
19.120426	1133	-1047
19.152342	1134	-1047
19.200215	1133	-1048
19.252076	1133	-1049
19.280001	1133	-1047
19.327874	1133	-1046
19.361784	1133	-1047
19.418773	1133	-1048
19.439766	1134	-1047
19.496767	1133	-1047
19.519777	1133	-1047
19.567754	1133	-1047
19.617771	1133	-1047
19.64977	1134	-1048
19.695763	1133	-1047
19.763708	1133	-1047
19.775754	1133	-1048
19.807749	1132	-1047
19.859728	1132	-1047
19.94171	1132	-1046
19.975797	1133	-1046
20.032705	1134	-1047
20.032705	1134	-1047
20.070723	1134	-1047
20.100702	1134	-1047
20.178695	1134	-1047
20.219705	1133	-1047
20.226686	1133	-1046
20.271691	1133	-1046
20.304205	1134	-1046
20.351666	1133	-1047
20.384178	1133	-1046
20.431645	1133	-1047
20.479641	1133	-1047
20.515662	1134	-1048
20.562234	1134	-1049
20.6131	1134	-1047
20.643018	1135	-1047
20.687899	1134	-1047
20.742753	1134	-1048
20.770722	1133	-1046
20.799688	1134	-1048
20.873703	1133	-1047
20.884734	1133	-1047
