Timestamp	I_0	Q_0
4.22827	830	-363
4.33	829	-362
4.330998	830	-360
4.351941	829	-364
4.399816	832	-364
4.432727	833	-364
4.483591	832	-364
4.511517	833	-362
4.559389	832	-363
4.592302	829	-363
4.640176	828	-364
4.693035	830	-363
4.731932	830	-362
4.827676	829	-364
4.827676	832	-363
4.851613	831	-362
4.887518	829	-363
4.979273	829	-361
4.980272	828	-359
5.008198	831	-360
5.055586	831	-362
5.090494	830	-362
5.136372	830	-362
5.168289	832	-361
5.21616	830	-362
5.264032	828	-361
5.295947	829	-363
5.374738	831	-365
5.378728	829	-363
5.43059	828	-362
5.455522	828	-360
5.542292	829	-363
5.58817	828	-364
5.594155	827	-365
5.63704	831	-363
5.703863	832	-361
5.746748	831	-362
5.746748	828	-363
5.800605	828	-361
5.823544	830	-362
5.871418	829	-364
5.920287	829	-363
5.952202	830	-362
6.000075	830	-361
6.044958	829	-361
6.079863	827	-362
6.111778	828	-363
6.15965	829	-363
6.221486	830	-362
6.240436	831	-361
6.294293	832	-361
6.321222	829	-363
6.400012	829	-362
6.455864	829	-360
6.46085	833	-362
6.502738	832	-361
6.586517	832	-361
6.631397	833	-361
6.631397	833	-363
6.655333	832	-364
6.698219	830	-364
6.736118	831	-365
6.785987	831	-363
6.815906	830	-363
6.865774	832	-361
6.901679	832	-362
6.945561	830	-363
6.975482	828	-363
7.023356	830	-361
7.072227	831	-358
7.105137	829	-358
7.169965	829	-359
7.184924	829	-361
7.241775	831	-364
7.264712	832	-363
7.357467	831	-361
7.416309	832	-362
7.416309	831	-361
7.44623	830	-362
7.506071	831	-363
7.544967	832	-361
7.585858	829	-361
7.600819	830	-360
7.647694	830	-361
7.67961	829	-361
7.72848	830	-364
7.759397	830	-362
7.808268	830	-361
7.840183	830	-362
7.900023	830	-363
7.935928	830	-362
7.967844	831	-362
8.015716	832	-364
8.047631	832	-363
8.112458	832	-363
8.129414	831	-361
8.178284	830	-363
8.226156	831	-364
8.256078	831	-363
8.342849	831	-362
8.34883	831	-362
8.383736	831	-363
8.417647	831	-364
8.501424	830	-364
8.539325	831	-363
8.5483	830	-360
8.592184	830	-362
8.624098	830	-360
8.673966	830	-363
8.703886	829	-364
8.751759	831	-360
8.799631	829	-362
8.831546	830	-361
8.879419	830	-361
8.911335	829	-363
8.963196	830	-364
8.998104	830	-363
9.042985	834	-362
9.143717	833	-364
9.143717	829	-365
9.173638	830	-363
9.20655	831	-363
9.27437	830	-361
9.341193	829	-361
9.341193	829	-365
9.376099	830	-364
9.411006	832	-363
9.455887	833	-363
9.487802	831	-363
9.539664	830	-365
9.56759	831	-365
9.615462	831	-363
9.689267	831	-362
9.695251	830	-363
9.74412	830	-360
9.776037	828	-361
9.823908	829	-364
9.855824	829	-362
9.919654	827	-363
9.954562	828	-363
9.99645	830	-366
10.041331	834	-363
10.104164	831	-361
10.160015	832	-361
10.160015	832	-362
10.193925	831	-361
10.267729	832	-363
10.314604	832	-364
10.319591	833	-364
10.354498	833	-362
10.399378	833	-362
10.431293	831	-362
10.480164	830	-363
10.512079	831	-364
10.559951	831	-363
10.607824	829	-364
10.639739	829	-364
10.68861	830	-363
10.720525	831	-361
10.768397	829	-363
10.800313	830	-363
10.848186	829	-362
10.904038	830	-362
10.927973	831	-362
10.982828	830	-361
11.013745	829	-362
11.077575	829	-362
11.109491	830	-362
11.142403	831	-361
11.198255	831	-361
11.242138	831	-361
11.27904	831	-361
11.295995	831	-362
11.343867	830	-363
11.375782	830	-361
11.424652	830	-361
11.471527	830	-361
11.503442	830	-363
11.552314	830	-365
11.600186	830	-361
11.635093	832	-362
11.664016	831	-362
11.712885	830	-362
11.761757	830	-364
11.792674	829	-365
11.83955	830	-362
11.885427	829	-362
11.94427	828	-363
11.956239	827	-363
12.041014	829	-363
12.07991	831	-365
12.080908	830	-367
12.154714	828	-365
12.241481	831	-363
12.241481	832	-361
12.242478	831	-361
12.287359	830	-363
12.335231	833	-362
12.370139	832	-362
12.416017	831	-360
12.448929	827	-363
12.495805	828	-363
12.527719	828	-364
12.592548	829	-363
12.632442	830	-361
12.65538	829	-360
12.70425	831	-361
12.736166	832	-363
12.784038	832	-360
12.817948	832	-363
12.86981	832	-362
12.914691	832	-363
12.983508	831	-363
13.038363	829	-365
13.040357	832	-361
13.08125	835	-362
13.125132	832	-363
13.187964	827	-363
13.23085	828	-363
13.231847	830	-362
13.27972	830	-363
13.311635	831	-366
13.360505	831	-364
13.391424	831	-362
13.439296	830	-362
13.487168	831	-363
13.529058	828	-361
13.569948	827	-361
13.603858	827	-361
13.647742	827	-360
13.679657	830	-361
13.727529	831	-363
13.775403	832	-363
13.831254	830	-362
13.856188	830	-362
13.894087	830	-363
13.945949	832	-364
14.003796	832	-360
14.070617	831	-361
14.071615	831	-363
14.103078	833	-362
14.221763	831	-362
14.221763	830	-361
14.235727	830	-364
14.262654	831	-364
14.303545	830	-363
14.351418	832	-361
14.384331	831	-363
14.431206	831	-364
14.465116	829	-362
14.529944	828	-362
14.543909	831	-364
14.595769	832	-363
14.639655	831	-360
14.672564	829	-360
14.71944	827	-362
14.751354	831	-363
14.829148	832	-363
14.837127	831	-364
14.886994	828	-364
14.916915	832	-362
14.999694	830	-363
15.044575	829	-362
15.044575	830	-363
15.098432	831	-360
15.123366	830	-360
15.217117	831	-361
15.217117	830	-363
15.248034	827	-363
15.295907	828	-362
15.327822	830	-365
15.375694	831	-364
15.407609	830	-361
15.457478	830	-363
15.489393	829	-363
15.556215	831	-365
15.586135	831	-366
15.616056	831	-363
15.665924	828	-364
15.695844	829	-362
15.743716	828	-362
15.78461	828	-361
15.825499	829	-361
15.875367	827	-362
15.906284	829	-364
16.00602	828	-363
16.018984	828	-360
16.03195	834	-361
16.072842	832	-361
16.153627	830	-364
16.205488	828	-363
16.205488	827	-360
16.239398	831	-361
16.271313	831	-362
16.319186	829	-360
16.352099	831	-364
16.399972	832	-363
16.447844	830	-363
16.481754	831	-362
16.556555	832	-360
16.559547	831	-362
16.60742	831	-364
16.655293	829	-360
16.687209	829	-361
16.738073	831	-362
16.767993	831	-363
16.846784	830	-364
16.850774	829	-363
16.898646	830	-364
16.927569	830	-364
17.046254	829	-364
17.046254	829	-363
17.109088	829	-361
17.136015	829	-362
17.157956	826	-363
17.245723	830	-365
17.269659	830	-363
17.270657	830	-361
17.311548	829	-360
17.343463	831	-361
17.391336	832	-360
17.424248	832	-363
17.472122	834	-363
17.503038	831	-362
17.555898	831	-363
17.599782	830	-360
17.633692	828	-362
17.67957	831	-362
17.711484	832	-363
17.765342	830	-362
17.79227	830	-363
17.86009	828	-365
17.90497	827	-362
17.91993	828	-362
17.999718	830	-363
17.999718	831	-363
18.071528	831	-363
18.083496	830	-361
18.12738	830	-363
18.199188	830	-361
18.227114	830	-362
18.256037	828	-364
18.287952	828	-363
18.335825	834	-364
18.36774	832	-362
18.415613	830	-362
18.464483	829	-363
18.506371	832	-364
18.546265	834	-363
18.576186	832	-362
18.623062	831	-363
18.659963	830	-362
18.711826	830	-364
18.768673	830	-363
18.791612	831	-362
18.840483	831	-364
18.899326	832	-363
18.951189	831	-363
18.951189	830	-362
19.002053	829	-363
19.088822	830	-364
19.089819	829	-365
19.121735	827	-362
19.151655	827	-363
19.199528	827	-364
19.231443	830	-364
19.279316	829	-362
19.311231	828	-363
19.362096	830	-361
19.417948	831	-363
19.444876	830	-366
19.487762	829	-364
19.519677	830	-363
19.572537	830	-361
19.599465	830	-361
19.648335	832	-364
19.706181	831	-361
19.741089	832	-362
19.849799	831	-361
19.849799	831	-360
19.889693	830	-363
19.89468	829	-362
19.938563	833	-364
20.037301	833	-364
20.037301	829	-363
20.068218	831	-364
20.095147	831	-364
20.144018	830	-363
20.175933	829	-362
20.223805	830	-362
20.271677	831	-361
20.304591	829	-361
20.353461	829	-364
20.383382	830	-363
20.431253	829	-362
20.464165	830	-360
20.512038	831	-363
20.571393	830	-362
20.604306	831	-362
20.650184	833	-361
20.706036	832	-360
20.720001	830	-360
20.786821	828	-362
20.799786	829	-362
20.851648	831	-362
20.894534	830	-360
20.945399	830	-362
20.978311	828	-361
21.026184	831	-364
21.040153	831	-361
21.08802	831	-364
21.135893	832	-362
21.168806	832	-361
21.216678	832	-363
21.247595	829	-360
21.295468	832	-361
21.374259	834	-362
21.375256	834	-363
21.424126	831	-362
21.457042	831	-360
21.50591	831	-360
21.536826	830	-360
21.59567	828	-362
21.616614	830	-363
21.663489	830	-362
21.737294	830	-362
21.749266	831	-360
21.820073	832	-359
21.85897	830	-364
21.882906	830	-363
21.969676	828	-364
21.970675	829	-364
22.012562	830	-363
22.048467	828	-361
22.080382	830	-361
22.113294	830	-362
22.161167	830	-362
22.192085	831	-363
22.239956	831	-361
22.287829	828	-362
22.320742	827	-362
22.368615	826	-362
22.399533	830	-362
22.452392	831	-364
22.480318	831	-362
22.529188	830	-361
22.578058	829	-364
22.608977	831	-365
22.662833	830	-364
22.700733	830	-362
22.775534	829	-362
22.775534	829	-362
22.845348	828	-364
22.883246	830	-363
22.915163	831	-361
22.963034	829	-362
23.051799	831	-363
23.055788	831	-366
23.056786	830	-362
23.10765	833	-358
23.151535	834	-363
23.183449	831	-361
23.232318	829	-361
23.26324	830	-361
23.311109	829	-359
23.352999	828	-361
23.393889	829	-362
23.439767	830	-361
23.471682	831	-363
