Timestamp	R_0	C_0
0.0	2.34108e+05	1.24634e-10
0.047873	2.34108e+05	1.24634e-10
0.079787	2.34108e+05	1.24634e-10
0.12766	2.34108e+05	1.24634e-10
0.175531	2.34108e+05	1.24634e-10
0.208444	2.34108e+05	1.24634e-10
0.256316	2.34108e+05	1.24634e-10
0.288232	2.34108e+05	1.24634e-10
0.336104	2.34108e+05	1.24634e-10
0.368019	2.34108e+05	1.24634e-10
0.415891	2.34108e+05	1.24634e-10
0.463766	2.34108e+05	1.24634e-10
0.495679	2.34108e+05	1.24634e-10
0.543552	2.34108e+05	1.24634e-10
0.576464	2.34024e+05	1.24652e-10
0.624337	2.34108e+05	1.24634e-10
0.656252	2.34108e+05	1.24634e-10
0.704126	2.34108e+05	1.24634e-10
0.751998	2.34108e+05	1.24634e-10
0.783913	2.34108e+05	1.24634e-10
0.831784	2.34108e+05	1.24634e-10
0.8637	2.34108e+05	1.24634e-10
0.911572	2.34108e+05	1.24634e-10
0.944485	2.34108e+05	1.24634e-10
0.992358	2.34108e+05	1.24634e-10
1.040231	2.34108e+05	1.24634e-10
1.072144	2.34108e+05	1.24634e-10
1.197811	2.34108e+05	1.24634e-10
1.197811	2.34108e+05	1.24634e-10
1.199805	2.34024e+05	1.24652e-10
1.231721	2.34024e+05	1.24652e-10
1.280591	2.34108e+05	1.24634e-10
1.331455	2.34024e+05	1.24652e-10
1.360379	2.34024e+05	1.24652e-10
1.408252	2.34108e+05	1.24634e-10
1.440177	2.34108e+05	1.24634e-10
1.492027	2.34108e+05	1.24634e-10
1.538903	2.34108e+05	1.24634e-10
1.611708	2.34108e+05	1.24634e-10
1.616701	2.34108e+05	1.24634e-10
1.647614	2.34108e+05	1.24634e-10
1.696483	2.34108e+05	1.24634e-10
1.752334	2.34108e+05	1.24634e-10
1.798212	2.34108e+05	1.24634e-10
1.830127	2.34108e+05	1.24634e-10
1.857056	2.34108e+05	1.24634e-10
1.903935	2.34108e+05	1.24634e-10
1.951804	2.34108e+05	1.24634e-10
1.984716	2.34024e+05	1.24652e-10
2.023612	2.34108e+05	1.24634e-10
2.074477	2.34024e+05	1.24652e-10
2.096419	2.34108e+05	1.24634e-10
2.14429	2.34024e+05	1.24652e-10
2.192163	2.34108e+05	1.24634e-10
2.24602	2.34108e+05	1.24634e-10
2.27594	2.34108e+05	1.24634e-10
2.303867	2.34108e+05	1.24634e-10
2.355728	2.34108e+05	1.24634e-10
2.383653	2.34108e+05	1.24634e-10
2.46743	2.34108e+05	1.24634e-10
2.50533	2.34108e+05	1.24634e-10
2.5163	2.34108e+05	1.24634e-10
2.561181	2.34108e+05	1.24634e-10
2.592098	2.34024e+05	1.24652e-10
2.666899	2.34108e+05	1.24634e-10
2.703801	2.34024e+05	1.24652e-10
2.723748	2.34108e+05	1.24634e-10
2.751673	2.34024e+05	1.24652e-10
2.800544	2.34108e+05	1.24634e-10
2.848417	2.34024e+05	1.24652e-10
2.888314	2.34108e+05	1.24634e-10
2.934188	2.34108e+05	1.24634e-10
2.980065	2.34108e+05	1.24634e-10
3.007993	2.34108e+05	1.24634e-10
3.046888	2.34108e+05	1.24634e-10
3.087779	2.34108e+05	1.24634e-10
3.135652	2.34108e+05	1.24634e-10
3.250347	2.34108e+05	1.24634e-10
3.250347	2.34108e+05	1.24634e-10
3.250347	2.34108e+05	1.24634e-10
3.296227	2.34108e+05	1.24634e-10
3.32814	2.34108e+05	1.24634e-10
3.376012	2.34108e+05	1.24634e-10
3.423885	2.34108e+05	1.24634e-10
3.46677	2.34024e+05	1.24652e-10
3.546559	2.34108e+05	1.24634e-10
3.560521	2.34024e+05	1.24652e-10
3.613381	2.34024e+05	1.24652e-10
3.620362	2.34108e+05	1.24634e-10
3.664245	2.34108e+05	1.24634e-10
3.715109	2.34108e+05	1.24634e-10
3.744032	2.34108e+05	1.24634e-10
3.791904	2.34108e+05	1.24634e-10
3.825814	2.34108e+05	1.24634e-10
3.89563	2.34108e+05	1.24634e-10
3.922558	2.34108e+05	1.24634e-10
3.98539	2.34108e+05	1.24634e-10
4.000352	2.34108e+05	1.24634e-10
4.032266	2.34108e+05	1.24634e-10
4.092106	2.34108e+05	1.24634e-10
4.115044	2.34108e+05	1.24634e-10
4.159925	2.34024e+05	1.24652e-10
4.19184	2.34108e+05	1.24634e-10
4.247692	2.34108e+05	1.24634e-10
4.321495	2.34108e+05	1.24634e-10
4.34244	2.34108e+05	1.24634e-10
4.395299	2.34108e+05	1.24634e-10
4.401282	2.34108e+05	1.24634e-10
4.448158	2.34108e+05	1.24634e-10
4.480073	2.34108e+05	1.24634e-10
